czas(min),alpha,temp,Ts
17055,0,"4,28","-2,08"
17070,1,"4,25","-2,17"
17085,1,"4,23","-2,12"
17100,0,"4,20","-1,94"
17115,0,"4,15","-1,88"
17130,0,"4,10","-1,83"
17145,0,"4,05","-1,8"
17160,0,"4,00","-1,76"
17175,0,"3,90","-1,73"
17190,0,"3,80","-1,69"
17205,0,"3,70","-1,66"
17220,1,"3,60","-1,89"
17235,1,"3,55","-1,92"
17250,0,"3,50","-1,86"
17265,1,"3,45","-1,94"
17280,1,"3,40","-2,11"
17295,0,"3,35","-1,9"
17310,0,"3,30","-1,89"
17325,0,"3,25","-1,89"
17340,0,"3,20","-1,88"
17355,0,"3,12","-1,87"
17370,0,"3,04","-1,74"
17385,0,"2,97","-1,69"
17400,0,"2,90","-1,66"
17415,1,"2,89","-1,9"
17430,1,"2,89","-1,92"
17445,1,"2,89","-1,9"
17460,1,"2,90","-1,94"
17475,1,"2,87","-1,93"
17490,1,"2,84","-1,98"
17505,1,"2,82","-2,17"
17520,1,"2,80","-2,2"
17535,1,"2,76","-2,24"
17550,1,"2,74","-2,28"
17565,1,"2,71","-2,32"
17580,0,"2,70","-2,12"
17595,0,"2,74","-2,1"
17610,0,"2,78","-2,08"
17625,0,"2,84","-2,07"
17640,1,"2,90","-2,16"
17655,1,"3,04","-2,13"
17670,1,"3,19","-2,16"
17685,1,"3,34","-2,16"
17700,1,"3,50","-2,32"
17715,1,"3,60","-2,36"
17730,1,"3,70","-2,38"
17745,1,"3,80","-2,41"
17760,1,"3,90","-2,43"
17775,1,"4,03","-2,45"
17790,0,"4,15","-2,23"
17805,1,"4,28","-2,28"
17820,0,"4,40","-2,2"
17835,0,"4,45","-2,16"
17850,0,"4,50","-2,12"
17865,0,"4,55","-2,09"
17880,1,"4,60","-2,16"
17895,1,"4,75","-2,28"
17910,1,"4,90","-2,34"
17925,1,"5,05","-2,35"
17940,1,"5,20","-2,36"
17955,0,"5,31","-2,13"
17970,0,"5,41","-2,09"
17985,0,"5,51","-2,04"
18000,0,"5,60","-1,93"
18015,1,"5,64","-2,06"
18030,1,"5,66","-2,05"
18045,1,"5,68","-2,06"
18060,0,"5,70","-1,97"
18075,1,"5,81","-2,16"
18090,1,"5,92","-2,18"
18105,1,"6,02","-2,19"
18120,1,"6,10","-2,2"
18135,1,"5,94","-2,22"
18150,1,"5,76","-2,24"
18165,1,"5,58","-2,27"
18180,1,"5,40","-2,29"
18195,1,"5,43","-2,31"
18210,0,"5,46","-2,08"
18225,1,"5,48","-2,12"
18240,1,"5,50","-2,11"
18255,1,"5,41","-2,25"
18270,1,"5,31","-2,29"
18285,1,"5,21","-2,31"
18300,1,"5,10","-2,34"
18315,1,"5,00","-2,36"
18330,1,"4,90","-2,38"
18345,0,"4,80","-2,17"
18360,0,"4,70","-2,14"
18375,0,"4,60","-2,11"
18390,0,"4,50","-2,07"
18405,1,"4,40","-2,16"
18420,1,"4,30","-2,14"
18435,1,"4,12","-2,17"
18450,0,"3,94","-2,11"
18465,1,"3,77","-2,19"
18480,0,"3,60","-2,13"
18495,0,"3,62","-2,1"
18510,1,"3,64","-2,17"
18525,0,"3,67","-2,11"
18540,0,"3,70","-2,08"
18555,1,"3,70","-2,15"
18570,1,"3,70","-2,16"
18585,0,"3,70","-2,1"
18600,0,"3,70","-2,07"
18615,0,"3,58","-2,05"
18630,0,"3,45","-1,92"
18645,0,"3,32","-1,87"
18660,1,"3,20","-2,07"
18675,1,"3,14","-2,12"
18690,1,"3,09","-2,3"
18705,1,"3,04","-2,34"
18720,0,"3,00","-2,14"
18735,0,"3,02","-2,12"
18750,0,"3,04","-2,1"
18765,0,"3,07","-2,04"
18780,0,"3,10","-1,93"
18795,0,"3,07","-1,88"
18810,1,"3,05","-2,28"
18825,1,"3,02","-2,33"
18840,1,"3,00","-2,36"
18855,0,"2,94","-2,16"
18870,0,"2,89","-2,15"
18885,1,"2,84","-2,24"
18900,1,"2,80","-2,41"
18915,0,"2,89","-2,21"
18930,0,"2,99","-2,18"
18945,0,"3,09","-2,15"
18960,1,"3,20","-2,22"
18975,1,"3,09","-2,26"
18990,1,"2,98","-2,43"
19005,1,"2,88","-2,48"
19020,0,"2,80","-2,27"
19035,0,"2,85","-2,25"
19050,0,"2,91","-2,23"
19065,0,"3,00","-2,2"
19080,0,"3,10","-2,07"
19095,0,"3,41",-2
19110,0,"3,73","-1,95"
19125,0,"4,06","-1,89"
19140,0,"4,40","-1,83"
19155,0,"4,67","-1,77"
19170,1,"4,95","-2,15"
19185,1,"5,23","-2,17"
19200,1,"5,50","-2,17"
19215,1,"5,71","-2,18"
19230,1,"5,91","-2,19"
19245,0,"6,11","-1,95"
19260,0,"6,30","-1,9"
19275,0,"6,51","-1,84"
19290,1,"6,72","-1,88"
19305,1,"6,91","-1,85"
19320,1,"7,10","-1,82"
19335,0,"7,24","-1,72"
19350,0,"7,37","-1,68"
19365,0,"7,49","-1,62"
19380,0,"7,60","-1,42"
19395,0,"7,74","-1,34"
19410,0,"7,87","-1,26"
19425,0,"7,99","-1,18"
19440,0,"8,10","-1,11"
19455,0,"8,07","-1,04"
19470,0,"8,02","-0,98"
19485,0,"7,96","-0,92"
19500,1,"7,90","-1,16"
19515,1,"8,12","-1,14"
19530,1,"8,33","-1,13"
19545,1,"8,53","-1,26"
19560,1,"8,70","-1,26"
19575,1,"8,58","-1,28"
19590,0,"8,44","-1,06"
19605,1,"8,28","-1,1"
19620,1,"8,10","-1,09"
19635,1,"7,93","-1,24"
19650,0,"7,73","-1,07"
19665,1,"7,53","-1,26"
19680,1,"7,30","-1,3"
19695,1,"7,02","-1,33"
19710,1,"6,72","-1,36"
19725,1,"6,42","-1,4"
19740,1,"6,10","-1,44"
19755,0,"5,76","-1,24"
19770,1,"5,41","-1,32"
19785,1,"5,05","-1,3"
19800,1,"4,70","-1,35"
19815,1,"4,39","-1,36"
19830,1,"4,09","-1,41"
19845,1,"3,79","-1,59"
19860,1,"3,50","-1,65"
19875,1,"3,24","-1,71"
19890,1,"2,98","-1,77"
19905,0,"2,74","-1,59"
19920,0,"2,50","-1,59"
19935,0,"1,99","-1,61"
19950,0,"1,50","-1,64"
19965,0,"1,03","-1,66"
19980,1,"0,60","-1,8"
19995,1,"0,86","-1,84"
20010,1,"1,15","-2,02"
20025,0,"1,47","-1,83"
20040,1,"1,80","-2,01"
20055,1,"1,84","-2,09"
20070,1,"1,89","-2,14"
20085,1,"1,94","-2,18"
20100,0,"2,00","-1,99"
20115,1,"1,91","-2,18"
20130,1,"1,83","-2,27"
20145,1,"1,76","-2,32"
20160,0,"1,70","-2,13"
20175,0,"1,69","-2,12"
20190,0,"1,71","-2,11"
20205,0,"1,74","-2,1"
20220,0,"1,80","-1,98"
20235,0,"2,41","-1,9"
20250,0,"3,04","-1,84"
20265,0,"3,67","-1,77"
20280,0,"4,30","-1,7"
20295,1,"4,34","-1,94"
20310,0,"4,37","-1,87"
20325,0,"4,39","-1,84"
20340,0,"4,40","-1,74"
20355,0,"4,53","-1,63"
20370,1,"4,65","-1,83"
20385,1,"4,78","-1,82"
20400,1,"4,90","-1,82"
20415,1,"5,13","-1,82"
20430,1,"5,36","-1,97"
20445,1,"5,58","-1,99"
20460,1,"5,80",-2
20475,1,"5,73","-2,02"
20490,1,"5,65","-2,04"
20505,0,"5,57","-1,81"
20520,1,"5,50","-1,87"
20535,1,"5,61","-1,85"
20550,1,"5,73","-1,85"
20565,1,"5,86",-2
20580,1,"6,00","-2,02"
20595,1,"6,26","-2,02"
20610,0,"6,53","-1,76"
20625,0,"6,81","-1,7"
20640,0,"7,10","-1,65"
20655,0,"7,32","-1,47"
20670,1,"7,55","-1,63"
20685,1,"7,77","-1,6"
20700,1,"8,00","-1,58"
20715,1,"8,22","-1,56"
20730,1,"8,45","-1,68"
20745,0,"8,67","-1,44"
20760,1,"8,90","-1,46"
20775,0,"9,39","-1,34"
20790,1,"9,88","-1,35"
20805,1,"10,35","-1,45"
20820,1,"10,80","-1,42"
20835,1,"10,81","-1,41"
20850,0,"10,79","-1,16"
20865,0,"10,76","-1,09"
20880,0,"10,70","-1,03"
20895,0,"10,88","-1,01"
20910,0,"11,05","-0,94"
20925,0,"11,19","-0,85"
20940,0,"11,30","-0,62"
20955,0,"11,03","-0,51"
20970,0,"10,73","-0,43"
20985,0,"10,42","-0,36"
21000,0,"10,10","-0,3"
21015,0,"10,12","-0,22"
21030,1,"10,12","-0,65"
21045,0,"10,12","-0,44"
21060,0,"10,10","-0,38"
21075,0,"9,90","-0,34"
21090,0,"9,68","-0,09"
21105,0,"9,45","-0,02"
21120,1,"9,20","-0,31"
21135,1,"8,83","-0,34"
21150,1,"8,46","-0,35"
21165,0,"8,08","-0,28"
21180,1,"7,70","-0,38"
21195,1,"7,47","-0,35"
21210,0,"7,24","-0,28"
21225,0,"7,02","-0,06"
21240,0,"6,80",0
21255,0,"6,49","0,03"
21270,0,"6,18","0,06"
21285,1,"5,89","-0,43"
21300,1,"5,60","-0,5"
21315,0,"5,43","-0,32"
21330,0,"5,27","-0,31"
21345,0,"5,13","-0,31"
21360,0,"5,00","-0,39"
21375,0,"4,93","-0,38"
21390,0,"4,88","-0,37"
21405,0,"4,84","-0,37"
21420,0,"4,80","-0,16"
21435,1,"4,87","-0,64"
21450,1,"4,95","-0,67"
21465,0,"5,03","-0,48"
21480,1,"5,10","-0,56"
21495,1,"4,85","-0,74"
21510,1,"4,60","-0,81"
21525,1,"4,35","-0,87"
21540,1,"4,10","-0,93"
21555,1,"3,96","-0,98"
21570,1,"3,83","-1,04"
21585,1,"3,71","-1,09"
21600,1,"3,60","-1,15"
21615,0,"3,64","-1,04"
21630,1,"3,69","-1,21"
21645,1,"3,74","-1,26"
21660,1,"3,80","-1,3"
21675,1,"3,75","-1,35"
21690,1,"3,70","-1,39"
21705,0,"3,65","-1,2"
21720,1,"3,60","-1,29"
21735,1,"3,49","-1,47"
21750,1,"3,39","-1,53"
21765,1,"3,29","-1,58"
21780,0,"3,20","-1,39"
21795,0,"3,21","-1,38"
21810,0,"3,23","-1,37"
21825,0,"3,26","-1,36"
21840,1,"3,30","-1,46"
21855,0,"3,34","-1,41"
21870,0,"3,38","-1,39"
21885,1,"3,44","-1,48"
21900,1,"3,50","-1,66"
21915,1,"3,54","-1,71"
21930,0,"3,58","-1,51"
21945,0,"3,64","-1,49"
21960,0,"3,70","-1,46"
21975,0,"3,84","-1,29"
21990,0,"3,98","-1,24"
22005,0,"4,14","-1,19"
22020,0,"4,30","-1,15"
22035,0,"4,41","-1,1"
22050,0,"4,53","-1,06"
22065,0,"4,66","-1,02"
22080,0,"4,80","-0,97"
22095,0,"4,99","-0,92"
22110,0,"5,19","-0,87"
22125,0,"5,39","-0,82"
22140,0,"5,60","-0,76"
22155,0,"5,90","-0,7"
22170,0,"6,20","-0,64"
22185,0,"6,50","-0,58"
22200,1,"6,80","-1,02"
22215,1,"7,01","-1,03"
22230,1,"7,21","-1,04"
22245,1,"7,41","-1,05"
22260,1,"7,60","-1,06"
22275,0,"7,89","-0,83"
22290,0,"8,18","-0,77"
22305,0,"8,45","-0,69"
22320,0,"8,70","-0,46"
22335,0,"8,80","-0,37"
22350,0,"8,89","-0,3"
22365,0,"8,95","-0,23"
22380,1,"9,00","-0,67"
22395,1,"9,08","-0,69"
22410,1,"9,15","-0,7"
22425,1,"9,18","-0,71"
22440,1,"9,20","-0,72"
22455,1,"9,03","-0,74"
22470,0,"8,84","-0,53"
22485,0,"8,63","-0,49"
22500,0,"8,40","-0,46"
22515,0,"8,25","-0,24"
22530,0,"8,08","-0,16"
22545,1,"7,90","-0,62"
22560,1,"7,70","-0,66"
22575,1,"7,36","-0,71"
22590,1,"7,02","-0,75"
22605,1,"6,66","-0,8"
22620,1,"6,30","-0,84"
22635,1,"5,94","-0,89"
22650,0,"5,59","-0,7"
22665,1,"5,24","-0,79"
22680,0,"4,90","-0,73"
22695,0,"4,92","-0,72"
22710,0,"4,95","-0,79"
22725,0,"4,98","-0,76"
22740,0,"5,00","-0,74"
22755,0,"4,74","-0,58"
22770,1,"4,47",-1
22785,1,"4,19","-1,07"
22800,0,"3,90","-0,89"
22815,0,"3,66","-0,89"
22830,0,"3,42","-0,92"
22845,0,"3,16","-0,93"
22860,1,"2,90","-1,05"
22875,1,"2,29","-1,13"
22890,0,"1,69","-1,12"
22905,0,"1,09","-1,15"
22920,0,"0,50","-1,19"
22935,0,"0,51","-1,05"
22950,1,"0,53","-1,32"
22965,0,"0,56","-1,28"
22980,0,"0,60","-1,29"
22995,0,"0,16","-1,2"
23010,0,"-0,27","-1,18"
23025,1,"-0,69","-1,66"
23040,1,"-1,10","-1,77"
23055,0,"-1,26","-1,62"
23070,0,"-1,39","-1,65"
23085,1,"-1,51","-1,77"
23100,1,"-1,60","-1,84"
23115,0,"-1,65","-1,82"
23130,0,"-1,69","-1,84"
23145,0,"-1,70","-1,85"
23160,0,"-1,70","-1,76"
23175,0,"-1,81","-1,75"
23190,0,"-1,89","-1,76"
23205,0,"-1,96","-1,78"
23220,0,"-2,00","-1,79"
23235,0,"-1,86","-1,8"
23250,0,"-1,70","-1,8"
23265,0,"-1,51","-1,8"
23280,0,"-1,30","-1,79"
23295,0,"-1,19","-1,79"
23310,1,"-1,05","-2,23"
23325,1,"-0,89","-2,3"
23340,1,"-0,70","-2,35"
23355,1,"-0,44","-2,41"
23370,0,"-0,16","-2,21"
23385,0,"0,16","-2,2"
23400,0,"0,50","-2,19"
23415,0,"1,15","-2,08"
23430,0,"1,82","-1,98"
23445,0,"2,51","-1,91"
23460,1,"3,20","-2,15"
23475,0,"3,73","-2,04"
23490,0,"4,26","-1,99"
23505,1,"4,78","-2,02"
23520,1,"5,30","-2,01"
23535,0,"5,71","-1,91"
23550,1,"6,11","-2,08"
23565,1,"6,51","-2,09"
23580,1,"6,90","-2,08"
23595,1,"7,47","-2,06"
23610,0,"8,03","-1,78"
23625,0,"8,58","-1,69"
23640,0,"9,10","-1,61"
23655,0,"9,41","-1,4"
23670,0,"9,70","-1,28"
23685,0,"9,96","-1,18"
23700,0,"10,20","-1,08"
23715,0,"10,38","-0,99"
23730,0,"10,54","-0,89"
23745,0,"10,68","-0,8"
23760,0,"10,80","-0,7"
23775,0,"11,04","-0,6"
23790,1,"11,25","-0,86"
23805,1,"11,44","-0,97"
23820,1,"11,60","-0,95"
23835,0,"11,54","-0,71"
23850,0,"11,45","-0,64"
23865,1,"11,33","-0,7"
23880,1,"11,20","-0,82"
23895,1,"11,18","-0,82"
23910,1,"11,14","-0,81"
23925,1,"11,08","-0,81"
23940,1,"11,00","-0,81"
23955,1,"10,83","-0,81"
23970,1,"10,64","-0,82"
23985,0,"10,43","-0,59"
24000,1,"10,20","-0,65"
24015,1,"9,68","-0,8"
24030,1,"9,15","-0,84"
24045,1,"8,62","-0,88"
24060,1,"8,10","-0,92"
24075,1,"7,99","-0,94"
24090,1,"7,88","-0,96"
24105,0,"7,79","-0,62"
24120,0,"7,70","-0,46"
24135,0,"7,60","-0,4"
24150,0,"7,50","-0,35"
24165,0,"7,40","-0,29"
24180,1,"7,30","-0,75"
24195,1,"7,13","-0,8"
24210,1,"6,96","-0,83"
24225,0,"6,78","-0,64"
24240,0,"6,60","-0,61"
24255,1,"6,46","-0,71"
24270,0,"6,32","-0,64"
24285,0,"6,16","-0,62"
24300,0,"6,00","-0,65"
24315,1,"5,50","-0,74"
24330,1,"5,00","-0,8"
24345,1,"4,49","-0,99"
24360,0,"4,00","-0,71"
24375,0,"3,86","-0,58"
24390,1,"3,72","-1,04"
24405,1,"3,61","-1,11"
24420,1,"3,50","-1,17"
24435,1,"3,42","-1,22"
24450,1,"3,34","-1,27"
24465,1,"3,27","-1,33"
24480,1,"3,20","-1,38"
24495,0,"2,94","-1,2"
24510,0,"2,69","-1,21"
24525,0,"2,44","-1,21"
24540,0,"2,20","-1,08"
24555,0,"2,11","-1,04"
24570,0,"2,03","-1,02"
24585,0,"1,96","-1,01"
24600,0,"1,90","-0,99"
24615,1,"1,81","-1,45"
24630,1,"1,72","-1,52"
24645,0,"1,65","-1,35"
24660,0,"1,60","-1,35"
24675,0,"1,63","-1,35"
24690,0,"1,67","-1,39"
24705,1,"1,73","-1,47"
24720,1,"1,80","-1,51"
24735,1,"1,75","-1,7"
24750,1,"1,72","-1,77"
24765,1,"1,70","-1,82"
24780,1,"1,70","-1,88"
24795,0,"1,87","-1,69"
24810,0,"2,07","-1,67"
24825,0,"2,28","-1,65"
24840,0,"2,50","-1,64"
24855,1,"2,81","-1,73"
24870,1,"3,14","-1,74"
24885,0,"3,47","-1,67"
24900,0,"3,80","-1,63"
24915,1,"4,19","-1,7"
24930,1,"4,57","-1,85"
24945,1,"4,94","-1,87"
24960,1,"5,30","-1,88"
24975,1,"5,46","-1,89"
24990,1,"5,59","-1,91"
25005,1,"5,71","-1,92"
25020,1,"5,80","-1,94"
25035,1,"5,78","-1,96"
25050,1,"5,74","-1,98"
25065,1,"5,68",-2
25080,0,"5,60","-1,77"
25095,0,"5,49","-1,74"
25110,0,"5,37","-1,71"
25125,0,"5,24","-1,57"
25140,1,"5,10","-1,76"
25155,1,"5,00","-1,77"
25170,0,"4,90","-1,7"
25185,0,"4,80","-1,68"
25200,1,"4,70","-1,78"
25215,1,"4,62","-1,94"
25230,1,"4,54","-1,98"
25245,1,"4,47","-2,01"
25260,0,"4,40","-1,79"
25275,0,"4,42","-1,76"
25290,0,"4,44","-1,73"
25305,0,"4,47","-1,57"
25320,1,"4,50","-1,8"
25335,1,"4,57","-1,79"
25350,1,"4,65","-1,79"
25365,1,"4,72","-1,93"
25380,0,"4,80","-1,74"
25395,0,"4,72","-1,72"
25410,1,"4,64","-1,78"
25425,1,"4,57","-1,81"
25440,0,"4,50","-1,73"
25455,0,"4,59","-1,7"
25470,0,"4,69","-1,67"
25485,0,"4,79","-1,66"
25500,0,"4,90","-1,63"
25515,1,"5,29","-1,69"
25530,0,"5,68","-1,6"
25545,1,"6,05","-1,64"
25560,1,"6,40","-1,58"
25575,1,"6,37","-1,6"
25590,0,"6,31","-1,53"
25605,0,"6,22","-1,49"
25620,0,"6,10","-1,48"
25635,0,"5,72","-1,47"
25650,0,"5,33","-1,46"
25665,1,"4,92","-1,57"
25680,1,"4,50","-1,59"
25695,1,"4,11","-1,63"
25710,1,"3,73","-1,82"
25725,1,"3,36","-1,88"
25740,0,"3,00","-1,7"
25755,0,"3,05","-1,69"
25770,1,"3,12","-1,76"
25785,1,"3,21","-1,79"
25800,1,"3,30","-1,96"
25815,1,"3,29",-2
25830,1,"3,29","-2,04"
25845,1,"3,29","-2,08"
25860,1,"3,30","-2,11"
25875,1,"3,30","-2,15"
25890,1,"3,30","-2,18"
25905,1,"3,30","-2,22"
25920,0,"3,30","-2,02"
25935,0,"3,23",-2
25950,0,"3,15","-1,98"
25965,0,"3,08","-1,99"
25980,0,"3,00","-1,97"
25995,0,"2,95","-1,96"
26010,0,"2,90","-1,83"
26025,0,"2,85","-1,79"
26040,1,"2,80","-2,02"
26055,1,"2,80","-2,05"
26070,1,"2,80","-2,23"
26085,1,"2,80","-2,27"
26100,1,"2,80","-2,31"
26115,1,"2,65","-2,35"
26130,0,"2,49","-2,16"
26145,0,"2,34","-2,15"
26160,0,"2,20","-2,14"
26175,1,"2,19","-2,23"
26190,1,"2,18","-2,2"
26205,0,"2,19","-2,04"
26220,0,"2,20","-1,99"
26235,0,"2,21","-1,96"
26250,1,"2,23","-2,19"
26265,0,"2,26","-2,13"
26280,0,"2,30","-2,12"
26295,0,"2,39","-2,09"
26310,0,"2,49","-1,95"
26325,1,"2,59","-2,15"
26340,1,"2,70","-2,17"
26355,1,"2,77","-2,15"
26370,1,"2,84","-2,18"
26385,1,"2,92","-2,32"
26400,1,"3,00","-2,38"
26415,1,"3,12","-2,41"
26430,1,"3,25","-2,44"
26445,1,"3,37","-2,46"
26460,1,"3,50","-2,49"
26475,1,"3,63","-2,51"
26490,0,"3,75","-2,29"
26505,0,"3,88","-2,25"
26520,1,"4,00","-2,41"
26535,0,"4,11","-2,25"
26550,1,"4,21","-2,31"
26565,1,"4,31","-2,46"
26580,0,"4,40","-2,25"
26595,1,"4,46","-2,43"
26610,1,"4,51","-2,47"
26625,1,"4,56","-2,49"
26640,1,"4,60","-2,51"
26655,1,"4,68","-2,53"
26670,1,"4,76","-2,54"
26685,1,"4,83","-2,55"
26700,1,"4,90","-2,57"
26715,0,"4,93","-2,34"
26730,0,"4,96","-2,3"
26745,0,"4,98","-2,26"
26760,0,"5,00","-2,22"
26775,1,"5,04","-2,29"
26790,0,"5,07","-2,22"
26805,0,"5,09","-2,18"
26820,1,"5,10","-2,23"
26835,1,"5,06","-2,23"
26850,0,"5,02","-2,16"
26865,0,"4,96","-2,12"
26880,0,"4,90","-2,08"
26895,0,"4,73","-1,95"
26910,0,"4,55","-1,89"
26925,1,"4,38","-2,12"
26940,1,"4,20","-2,04"
26955,1,"4,22","-2,1"
26970,1,"4,25","-2,12"
26985,0,"4,28","-2,05"
27000,0,"4,30","-2,02"
27015,0,"4,21","-1,99"
27030,0,"4,11","-1,98"
27045,0,"4,00","-1,89"
27060,0,"3,90","-1,8"
27075,0,"3,83","-1,76"
27090,0,"3,75","-1,72"
27105,0,"3,68","-1,69"
27120,0,"3,60","-1,66"
27135,0,"3,56","-1,63"
27150,0,"3,51","-1,59"
27165,0,"3,46","-1,56"
27180,1,"3,40","-1,81"
27195,1,"3,18","-1,85"
27210,1,"2,95","-2,03"
27225,0,"2,73","-1,85"
27240,0,"2,50","-1,85"
27255,1,"2,37","-1,94"
27270,1,"2,24","-1,92"
27285,1,"2,12","-1,98"
27300,1,"2,00","-2,15"
27315,1,"2,00","-2,22"
27330,1,"2,00","-2,26"
27345,1,"2,00","-2,31"
27360,0,"2,00","-2,11"
27375,1,"1,98","-2,18"
27390,1,"1,96","-2,37"
27405,1,"1,93","-2,42"
27420,1,"1,90","-2,46"
27435,1,"1,60","-2,52"
27450,1,"1,30","-2,58"
27465,1,"0,99","-2,64"
27480,0,"0,70","-2,46"
27495,0,"0,61","-2,46"
27510,0,"0,53","-2,46"
27525,0,"0,46","-2,45"
27540,0,"0,40","-2,49"
27555,1,"0,36","-2,56"
27570,1,"0,32","-2,6"
27585,1,"0,31","-2,8"
27600,1,"0,30","-2,85"
27615,0,"0,33","-2,65"
27630,0,"0,37","-2,64"
27645,0,"0,43","-2,63"
27660,0,"0,50","-2,63"
27675,1,"0,58","-2,72"
27690,1,"0,68","-2,7"
27705,1,"0,78","-2,74"
27720,1,"0,90","-2,7"
27735,1,"0,98","-2,75"
27750,1,"1,08","-2,71"
27765,1,"1,18","-2,76"
27780,1,"1,30","-2,75"
27795,1,"1,45","-2,76"
27810,0,"1,62","-2,7"
27825,0,"1,80","-2,67"
27840,1,"2,00","-2,75"
27855,1,"2,23","-2,92"
27870,0,"2,47","-2,69"
27885,1,"2,73","-2,75"
27900,1,"3,00","-2,88"
27915,1,"3,36","-2,91"
27930,1,"3,73","-2,91"
27945,0,"4,11","-2,66"
27960,0,"4,50","-2,61"
27975,0,"4,93","-2,55"
27990,1,"5,36","-2,58"
28005,0,"5,78","-2,48"
28020,0,"6,20","-2,41"
28035,0,"6,44","-2,34"
28050,0,"6,67","-2,19"
28065,0,"6,89","-2,09"
28080,0,"7,10","-2,01"
28095,1,"7,39","-2,17"
28110,1,"7,67","-2,14"
28125,1,"7,94","-2,06"
28140,0,"8,20","-1,94"
28155,1,"8,47","-1,98"
28170,0,"8,73","-1,87"
28185,0,"8,97","-1,79"
28200,0,"9,20","-1,68"
28215,0,"9,48","-1,5"
28230,0,"9,74","-1,38"
28245,0,"9,98","-1,28"
28260,0,"10,20","-1,18"
28275,0,"10,24","-1,1"
28290,0,"10,25","-1,01"
28305,0,"10,24","-0,92"
28320,1,"10,20","-1,15"
28335,1,"9,87","-1,15"
28350,1,"9,52","-1,09"
28365,1,"9,16","-1,11"
28380,1,"8,80","-1,13"
28395,0,"8,72","-1,03"
28410,0,"8,64","-0,98"
28425,1,"8,57","-1,05"
28440,0,"8,50","-0,96"
28455,0,"8,39","-0,92"
28470,0,"8,28","-0,89"
28485,1,"8,18","-0,96"
28500,1,"8,10","-0,97"
28515,1,"8,27","-1,1"
28530,0,"8,44","-0,75"
28545,0,"8,62","-0,57"
28560,0,"8,80","-0,49"
28575,0,"8,67","-0,42"
28590,0,"8,54","-0,36"
28605,0,"8,42","-0,3"
28620,0,"8,30","-0,25"
28635,0,"8,47","-0,17"
28650,0,"8,64","-0,1"
28665,0,"8,82","-0,03"
28680,0,"9,00","0,05"
28695,1,"9,00","-0,25"
28710,1,"9,00","-0,25"
28725,1,"9,00","-0,25"
28740,1,"9,00","-0,38"
28755,1,"9,05","-0,41"
28770,1,"9,10","-0,43"
28785,1,"9,15","-0,44"
28800,0,"9,20","-0,22"
28815,1,"9,36","-0,37"
28830,1,"9,51","-0,42"
28845,0,"9,66","-0,2"
28860,0,"9,80","-0,13"
28875,1,"9,71","-0,21"
28890,1,"9,61","-0,18"
28905,1,"9,50","-0,2"
28920,1,"9,40","-0,35"
28935,0,"9,40","-0,14"
28950,0,"9,39","-0,09"
28965,1,"9,39","-0,16"
28980,1,"9,40","-0,17"
28995,1,"9,47","-0,3"
29010,1,"9,55","-0,32"
29025,1,"9,62","-0,33"
29040,1,"9,70","-0,34"
29055,1,"9,72","-0,35"
29070,1,"9,75","-0,36"
29085,0,"9,77","-0,14"
29100,0,"9,80","-0,09"
29115,1,"9,87","-0,15"
29130,1,"9,95","-0,28"
29145,1,"10,03","-0,3"
29160,0,"10,10","0,12"
29175,1,"10,26","-0,25"
29190,1,"10,41","-0,26"
29205,0,"10,56","-0,03"
29220,1,"10,70","-0,17"
29235,1,"10,27","-0,24"
29250,0,"9,83","-0,04"
29265,0,"9,41","-0,01"
29280,0,"9,00",0
29295,0,"9,24","0,27"
29310,1,"9,50",0
29325,1,"9,79","0,01"
29340,1,"10,10","-0,09"
29355,1,"10,57","-0,11"
29370,0,"11,05","0,14"
29385,0,"11,53","0,22"
29400,1,"12,00","0,18"
29415,1,"11,94","0,08"
29430,1,"11,87","0,05"
29445,1,"11,79","0,04"
29460,1,"11,70","0,04"
29475,0,"11,91","0,29"
29490,1,"12,11","0,24"
29505,1,"12,31","0,13"
29520,1,"12,50","0,13"
29535,1,"12,46","0,13"
29550,1,"12,41","0,13"
29565,1,"12,36","0,13"
29580,1,"12,30","0,13"
29595,1,"12,46","0,14"
29610,0,"12,61","0,61"
29625,1,"12,76","0,24"
29640,1,"12,90","0,23"
29655,1,"13,02","0,24"
29670,1,"13,13","0,25"
29685,1,"13,22","0,26"
29700,1,"13,30","0,27"
29715,1,"13,26","0,28"
29730,1,"13,19","0,28"
29745,1,"13,11","0,28"
29760,1,"13,00","0,28"
29775,1,"12,67","0,27"
29790,1,"12,32","0,25"
29805,1,"11,96","0,23"
29820,1,"11,60","0,21"
29835,1,"11,40","0,19"
29850,1,"11,20","0,17"
29865,1,"11,00","0,16"
29880,1,"10,80","0,14"
29895,0,"10,64","0,61"
29910,0,"10,49","0,72"
29925,1,"10,34","0,23"
29940,0,"10,20","0,43"
29955,0,"10,17","0,48"
29970,0,"10,15","0,76"
29985,0,"10,13","0,86"
30000,0,"10,10","0,93"
30015,0,"9,82","0,98"
30030,0,"9,55","1,03"
30045,0,"9,27","1,08"
30060,0,"9,00","1,12"
30075,0,"8,86","1,17"
30090,0,"8,73","1,22"
30105,0,"8,61","1,27"
30120,0,"8,50","1,32"
30135,0,"8,33","1,36"
30150,0,"8,17","1,4"
30165,0,"8,03","1,44"
30180,1,"7,90","1,03"
30195,1,"8,24",1
30210,1,"8,60","0,88"
